,Unnamed: 0,Timestamp,Light,chamber_1_loc,chamber_2_loc,chamber_3_loc,chamber_4_loc,chamber_5_loc,chamber_6_loc,chamber_7_loc,chamber_8_loc,chamber_9_loc,chamber_10_loc,chamber_11_loc,chamber_12_loc,chamber_13_loc,chamber_14_loc,chamber_15_loc,chamber_16_loc,chamber_17_loc,chamber_18_loc,chamber_19_loc,chamber_20_loc,chamber_1_shock,chamber_2_shock,chamber_3_shock,chamber_4_shock,chamber_5_shock,chamber_6_shock,chamber_7_shock,chamber_8_shock,chamber_9_shock,chamber_10_shock,chamber_11_shock,chamber_12_shock,chamber_13_shock,chamber_14_shock,chamber_15_shock,chamber_16_shock,chamber_17_shock,chamber_18_shock,chamber_19_shock,chamber_20_shock,mch_right_status,oct_right_status,moil_right_status,mch_left_status,oct_left_status,moil_left_status
4221,4221,2024-09-04 12:46:52,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,2.857142857142847,14.285714285714278,88.57142857142856,-30.0,-51.42857142857143,-61.48148148148148,20.0,34.81481481481481,36.29629629629631,92.59259259259258,30.37037037037038,-89.62962962962963,88.14814814814815,70.37037037037038,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,4222,2024-09-04 12:46:52,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,5.714285714285722,14.285714285714278,92.85714285714286,-30.0,-51.42857142857143,-61.48148148148148,17.037037037037024,34.81481481481481,30.37037037037038,92.59259259259258,30.37037037037038,-89.62962962962963,89.62962962962965,68.88888888888889,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,4223,2024-09-04 12:46:53,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,5.714285714285722,14.285714285714278,92.85714285714286,-30.0,-51.42857142857143,-61.48148148148148,14.074074074074076,34.81481481481481,30.37037037037038,92.59259259259258,30.37037037037038,-89.62962962962963,89.62962962962965,67.40740740740739,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,4224,2024-09-04 12:46:53,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,5.714285714285722,14.285714285714278,92.85714285714286,-30.0,-51.42857142857143,-61.48148148148148,11.111111111111114,34.81481481481481,30.37037037037038,92.59259259259258,30.37037037037038,-89.62962962962963,91.11111111111111,65.92592592592592,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,4225,2024-09-04 12:46:53,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,5.714285714285722,14.285714285714278,92.85714285714286,-30.0,-51.42857142857143,-60.0,9.629629629629632,34.81481481481481,30.37037037037038,92.59259259259258,30.37037037037038,-89.62962962962963,91.11111111111111,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,4226,2024-09-04 12:46:53,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,4.285714285714292,14.285714285714278,91.42857142857144,-30.0,-51.42857142857143,-57.03703703703704,8.148148148148152,34.81481481481481,30.37037037037038,92.59259259259258,30.37037037037038,-89.62962962962963,91.11111111111111,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,4227,2024-09-04 12:46:53,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,4.285714285714292,14.285714285714278,87.14285714285714,-30.0,-51.42857142857143,-57.03703703703704,5.185185185185176,34.81481481481481,31.851851851851848,92.59259259259258,30.37037037037038,-89.62962962962963,91.11111111111111,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,4228,2024-09-04 12:46:53,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,4.285714285714292,14.285714285714278,88.57142857142856,-30.0,-51.42857142857143,-57.03703703703704,0.7407407407407334,34.81481481481481,29.629629629629637,92.59259259259258,30.37037037037038,-89.62962962962963,91.11111111111111,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,4229,2024-09-04 12:46:53,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,4.285714285714292,8.57142857142857,88.57142857142856,-30.0,-51.42857142857143,-60.0,-3.7037037037037095,34.81481481481481,26.666666666666664,92.59259259259258,30.37037037037038,-89.62962962962963,91.11111111111111,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,4230,2024-09-04 12:46:53,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,4.285714285714292,11.42857142857143,91.42857142857144,-30.0,-51.42857142857143,-57.03703703703704,-8.148148148148152,34.81481481481481,25.18518518518519,92.59259259259258,30.37037037037038,-89.62962962962963,91.11111111111111,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,4231,2024-09-04 12:46:53,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,4.285714285714292,11.42857142857143,94.28571428571428,-30.0,-51.42857142857143,-57.03703703703704,-11.111111111111114,34.81481481481481,25.92592592592593,92.59259259259258,30.37037037037038,-89.62962962962963,91.11111111111111,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,4232,2024-09-04 12:46:54,light_state,88.57142857142856,-87.14285714285714,-24.285714285714285,20.0,65.71428571428572,4.285714285714292,8.57142857142857,94.28571428571428,-30.0,-51.42857142857143,-57.03703703703704,-11.111111111111114,34.81481481481481,22.22222222222222,92.59259259259258,30.37037037037038,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,4233,2024-09-04 12:46:54,light_state,88.57142857142856,-87.14285714285714,-28.57142857142857,20.0,65.71428571428572,4.285714285714292,8.57142857142857,94.28571428571428,-30.0,-51.42857142857143,-55.55555555555556,-15.555555555555555,34.81481481481481,19.999999999999996,92.59259259259258,30.37037037037038,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,4234,2024-09-04 12:46:54,light_state,88.57142857142856,-87.14285714285714,-26.428571428571423,20.0,65.71428571428572,4.285714285714292,8.57142857142857,90.0,-30.0,-45.71428571428572,-52.59259259259259,-17.037037037037038,34.81481481481481,15.555555555555545,92.59259259259258,30.37037037037038,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235,4235,2024-09-04 12:46:54,light_state,88.57142857142856,-87.14285714285714,-27.142857142857157,20.0,65.71428571428572,4.285714285714292,5.714285714285722,94.28571428571428,-30.0,-45.71428571428572,-52.59259259259259,-14.074074074074076,34.81481481481481,14.074074074074076,92.59259259259258,30.37037037037038,-89.62962962962963,91.11111111111111,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,4236,2024-09-04 12:46:54,light_state,88.57142857142856,-87.14285714285714,-22.857142857142847,20.0,65.71428571428572,4.285714285714292,4.285714285714292,92.85714285714286,-35.71428571428571,-45.71428571428572,-49.62962962962963,-17.037037037037038,34.81481481481481,11.111111111111114,92.59259259259258,30.37037037037038,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,4237,2024-09-04 12:46:54,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,4.285714285714292,0.0,94.28571428571428,-35.71428571428571,-45.71428571428572,-49.62962962962963,-20.0,34.81481481481481,9.629629629629632,92.59259259259258,30.37037037037038,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,4238,2024-09-04 12:46:54,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,5.714285714285722,-2.857142857142861,88.57142857142856,-35.71428571428571,-45.71428571428572,-51.11111111111112,-22.96296296296296,34.81481481481481,6.666666666666671,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,4239,2024-09-04 12:46:54,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,4.285714285714292,-7.142857142857139,88.57142857142856,-35.71428571428571,-45.71428571428572,-49.62962962962963,-27.407407407407405,34.81481481481481,5.185185185185176,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,4240,2024-09-04 12:46:54,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,5.714285714285722,-12.85714285714286,92.85714285714286,-28.57142857142857,-50.0,-49.62962962962963,-30.370370370370367,34.81481481481481,2.2222222222222143,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,4241,2024-09-04 12:46:55,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,5.714285714285722,-15.714285714285708,92.85714285714286,-28.57142857142857,-52.85714285714286,-54.07407407407408,-31.851851851851848,34.81481481481481,2.2222222222222143,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,4242,2024-09-04 12:46:55,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,5.714285714285722,-20.0,88.57142857142856,-32.85714285714286,-45.71428571428572,-54.07407407407408,-37.77777777777778,34.81481481481481,0.7407407407407334,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,4243,2024-09-04 12:46:55,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,19.999999999999996,65.71428571428572,5.714285714285722,-25.714285714285708,90.0,-32.85714285714286,-45.71428571428572,-54.07407407407408,-42.22222222222223,34.81481481481481,-2.2222222222222285,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,4244,2024-09-04 12:46:55,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,19.999999999999996,65.71428571428572,5.714285714285722,-30.0,88.57142857142856,-32.85714285714286,-45.71428571428572,-54.07407407407408,-45.18518518518518,34.81481481481481,-6.666666666666671,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,4245,2024-09-04 12:46:55,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,19.999999999999996,65.71428571428572,5.714285714285722,-31.42857142857143,88.57142857142856,-32.85714285714286,-44.285714285714285,-54.07407407407408,-49.62962962962963,34.81481481481481,-9.629629629629632,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,4246,2024-09-04 12:46:55,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,19.999999999999996,65.71428571428572,5.714285714285722,-32.85714285714286,88.57142857142856,-32.85714285714286,-42.85714285714286,-54.07407407407408,-51.11111111111112,34.81481481481481,-11.111111111111114,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,4247,2024-09-04 12:46:55,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,19.999999999999996,65.71428571428572,5.714285714285722,-37.142857142857146,90.0,-32.85714285714286,-42.85714285714286,-54.07407407407408,-46.66666666666666,34.81481481481481,-15.555555555555555,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,4248,2024-09-04 12:46:55,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,19.999999999999996,65.71428571428572,7.142857142857139,-42.85714285714286,90.0,-32.85714285714286,-44.285714285714285,-54.07407407407408,-57.03703703703704,34.81481481481481,-15.555555555555555,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,4249,2024-09-04 12:46:55,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,19.999999999999996,65.71428571428572,5.714285714285722,-44.285714285714285,88.57142857142856,-32.85714285714286,-40.0,-54.07407407407408,-57.03703703703704,34.81481481481481,-15.555555555555555,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,4250,2024-09-04 12:46:56,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,19.999999999999996,65.71428571428572,4.285714285714292,-45.71428571428572,90.0,-32.85714285714286,-38.57142857142857,-54.07407407407408,-57.03703703703704,34.81481481481481,-15.555555555555555,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,67.40740740740739,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,4251,2024-09-04 12:46:56,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,19.999999999999996,65.71428571428572,4.285714285714292,-50.0,88.57142857142856,-32.85714285714286,-37.142857142857146,-54.07407407407408,-60.0,34.81481481481481,-11.111111111111114,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,64.44444444444443,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,4252,2024-09-04 12:46:56,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,4.285714285714292,-54.285714285714285,92.85714285714286,-32.85714285714286,-34.28571428571429,-54.07407407407408,-58.51851851851852,34.81481481481481,-12.592592592592595,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,62.96296296296296,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4253,4253,2024-09-04 12:46:56,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,4.285714285714292,-55.71428571428572,87.14285714285714,-32.85714285714286,-32.85714285714286,-54.07407407407408,-60.0,34.81481481481481,-14.074074074074076,92.59259259259258,31.851851851851848,-89.62962962962963,89.62962962962965,62.96296296296296,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4254,4254,2024-09-04 12:46:56,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,4.285714285714292,-57.142857142857146,94.28571428571428,-32.85714285714286,-31.42857142857143,-54.07407407407408,-62.96296296296296,34.81481481481481,-15.555555555555555,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,61.481481481481495,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,4255,2024-09-04 12:46:56,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,4.285714285714292,-60.0,92.85714285714286,-32.85714285714286,-30.0,-54.07407407407408,-64.44444444444444,34.81481481481481,-17.037037037037038,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,60.0,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,4256,2024-09-04 12:46:56,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,19.999999999999996,65.71428571428572,4.285714285714292,-65.71428571428572,94.28571428571428,-32.85714285714286,-24.28571428571429,-54.07407407407408,-65.92592592592592,34.81481481481481,-22.22222222222222,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,57.03703703703704,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,4257,2024-09-04 12:46:56,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,15.714285714285722,65.71428571428572,1.4285714285714164,-68.57142857142857,94.28571428571428,-32.85714285714286,-20.0,-54.07407407407408,-71.85185185185185,34.81481481481481,-27.407407407407405,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,55.55555555555557,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,4258,2024-09-04 12:46:56,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,15.714285714285722,65.71428571428572,1.4285714285714164,-67.14285714285714,94.28571428571428,-32.85714285714286,-18.57142857142857,-54.07407407407408,-73.33333333333333,34.81481481481481,-33.33333333333334,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,54.07407407407408,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,4259,2024-09-04 12:46:57,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,15.714285714285722,65.71428571428572,1.4285714285714164,-68.57142857142857,94.28571428571428,-32.85714285714286,-17.14285714285714,-54.07407407407408,-76.29629629629629,34.81481481481481,-37.77777777777778,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,51.11111111111112,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4260,4260,2024-09-04 12:46:57,light_state,88.57142857142856,-87.14285714285714,-24.28571428571429,15.714285714285722,65.71428571428572,7.142857142857139,-71.42857142857143,94.28571428571428,-32.85714285714286,-15.714285714285708,-54.07407407407408,-77.77777777777777,34.81481481481481,-42.22222222222223,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,49.62962962962962,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,4261,2024-09-04 12:46:57,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,15.714285714285722,65.71428571428572,7.142857142857139,-71.42857142857143,92.85714285714286,-32.85714285714286,-14.285714285714292,-54.07407407407408,-79.25925925925927,34.81481481481481,-46.66666666666666,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,48.14814814814815,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,4262,2024-09-04 12:46:57,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,15.714285714285722,65.71428571428572,7.142857142857139,-74.28571428571429,88.57142857142856,-34.28571428571429,-14.285714285714292,-54.07407407407408,-83.7037037037037,34.81481481481481,-49.62962962962963,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,45.18518518518519,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4263,4263,2024-09-04 12:46:57,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,15.714285714285722,65.71428571428572,7.142857142857139,-77.14285714285714,87.14285714285714,-35.71428571428571,-12.85714285714286,-54.07407407407408,-85.18518518518519,34.81481481481481,-51.11111111111112,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,43.70370370370373,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4264,4264,2024-09-04 12:46:57,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,18.57142857142857,65.71428571428572,7.142857142857139,-80.0,87.14285714285714,-35.71428571428571,-11.42857142857143,-54.07407407407408,-88.14814814814815,34.81481481481481,-48.14814814814815,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,40.74074074074073,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4265,4265,2024-09-04 12:46:57,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,21.428571428571416,65.71428571428572,7.142857142857139,-81.42857142857143,85.71428571428572,-37.142857142857146,-10.0,-54.07407407407408,-91.11111111111111,34.81481481481481,-48.14814814814815,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,39.25925925925927,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,4266,2024-09-04 12:46:57,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,20.0,65.71428571428572,7.142857142857139,-84.28571428571429,85.71428571428572,-35.71428571428571,-8.57142857142857,-54.07407407407408,-92.5925925925926,34.81481481481481,-48.14814814814815,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,36.29629629629631,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267,4267,2024-09-04 12:46:57,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,21.428571428571416,65.71428571428572,8.57142857142857,-84.28571428571429,84.28571428571428,-32.85714285714286,-7.142857142857139,-54.07407407407408,-94.07407407407408,34.81481481481481,-48.14814814814815,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,33.333333333333314,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268,4268,2024-09-04 12:46:58,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,21.428571428571416,65.71428571428572,8.57142857142857,-90.0,87.14285714285714,-32.85714285714286,-4.285714285714278,-54.07407407407408,-92.5925925925926,34.81481481481481,-48.14814814814815,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,30.37037037037038,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,4269,2024-09-04 12:46:58,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,22.85714285714286,65.71428571428572,8.57142857142857,-90.0,81.42857142857142,-32.85714285714286,-2.857142857142861,-54.07407407407408,-94.07407407407408,34.81481481481481,-48.14814814814815,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,27.40740740740742,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270,4270,2024-09-04 12:46:58,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,25.714285714285708,65.71428571428572,5.714285714285722,-85.71428571428572,82.85714285714286,-32.85714285714286,1.4285714285714164,-54.07407407407408,-94.07407407407408,34.81481481481481,-54.07407407407408,92.59259259259258,31.851851851851848,-89.62962962962963,92.59259259259258,25.925925925925924,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,4271,2024-09-04 12:46:58,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,22.85714285714286,65.71428571428572,5.714285714285722,-87.14285714285714,82.85714285714286,-32.85714285714286,5.714285714285722,-54.07407407407408,-91.11111111111111,34.81481481481481,-52.59259259259259,91.11111111111111,31.851851851851848,-89.62962962962963,92.59259259259258,22.96296296296296,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,4272,2024-09-04 12:46:58,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,25.714285714285708,65.71428571428572,7.142857142857139,-88.57142857142857,84.28571428571428,-32.85714285714286,7.142857142857139,-54.07407407407408,-91.11111111111111,34.81481481481481,-52.59259259259259,91.11111111111111,31.851851851851848,-89.62962962962963,92.59259259259258,22.96296296296296,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,4273,2024-09-04 12:46:58,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,25.714285714285708,65.71428571428572,7.142857142857139,-88.57142857142857,78.57142857142858,-32.85714285714286,10.000000000000014,-54.07407407407408,-91.11111111111111,34.81481481481481,-52.59259259259259,91.11111111111111,31.851851851851848,-89.62962962962963,92.59259259259258,21.48148148148148,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,4274,2024-09-04 12:46:58,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,24.28571428571429,65.71428571428572,4.285714285714292,-88.57142857142857,80.0,-32.85714285714286,15.714285714285722,-54.07407407407408,-94.07407407407408,34.81481481481481,-52.59259259259259,91.11111111111111,31.851851851851848,-89.62962962962963,92.59259259259258,18.518518518518505,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,4275,2024-09-04 12:46:58,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,31.428571428571416,65.71428571428572,2.857142857142847,-90.0,80.0,-40.0,15.714285714285722,-54.07407407407408,-92.5925925925926,34.81481481481481,-52.59259259259259,91.11111111111111,31.851851851851848,-89.62962962962963,92.59259259259258,17.037037037037024,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,4276,2024-09-04 12:46:58,light_state,88.57142857142856,-85.71428571428572,-24.28571428571429,31.428571428571416,65.71428571428572,5.714285714285722,-90.0,80.0,-38.57142857142857,17.142857142857153,-54.07407407407408,-89.62962962962963,34.81481481481481,-52.59259259259259,91.11111111111111,31.851851851851848,-89.62962962962963,92.59259259259258,15.555555555555545,-94.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
